302,141.71,-3.35,0.73,-0.01,9999,9999,-1.00,-1.00,133874
303,142.08,-3.35,0.73,-0.01,9999,9999,-1.00,-1.00,134381
304,142.45,-3.36,0.73,-0.01,9999,9999,-1.00,-1.00,134888
305,142.82,-3.36,0.73,-0.01,9999,9999,-1.00,-1.00,135395
306,148.64,-0.74,0.62,0.08,148.54,0.00,337764448,-843977792,135741
307,148.95,-0.70,0.62,0.08,9999,9999,-1.00,-1.00,136242
308,149.26,-0.66,0.62,0.08,9999,9999,-1.00,-1.00,136749
309,149.57,-0.62,0.62,0.08,9999,9999,-1.00,-1.00,137256
310,149.88,-0.58,0.62,0.08,9999,9999,-1.00,-1.00,137764
311,151.62,-0.49,0.63,0.07,151.75,-0.59,337764736,-843977856,138241
312,151.93,-0.46,0.63,0.07,9999,9999,-1.00,-1.00,138742
313,152.43,-0.47,0.63,0.07,152.46,-0.59,337764800,-843977856,138990
314,152.75,-0.43,0.63,0.07,9999,9999,-1.00,-1.00,139491
315,153.06,-0.40,0.63,0.07,9999,9999,-1.00,-1.00,139998
316,153.38,-0.36,0.63,0.07,9999,9999,-1.00,-1.00,140505
317,154.38,-0.16,0.62,0.08,154.24,0.00,337764960,-843977792,140739
318,154.69,-0.12,0.62,0.08,9999,9999,-1.00,-1.00,141240
319,155.00,-0.08,0.62,0.08,9999,9999,-1.00,-1.00,141747
320,155.31,-0.04,0.62,0.08,9999,9999,-1.00,-1.00,142254
321,155.62,-0.00,0.62,0.08,9999,9999,-1.00,-1.00,142761
322,156.86,0.31,0.61,0.08,156.74,0.59,337765184,-843977728,142989
323,157.17,0.35,0.61,0.08,9999,9999,-1.00,-1.00,143490
324,157.47,0.40,0.61,0.08,9999,9999,-1.00,-1.00,143997
325,158.44,0.54,0.61,0.08,158.52,0.59,337765344,-843977728,144489
326,158.74,0.58,0.61,0.08,9999,9999,-1.00,-1.00,144990
327,159.05,0.62,0.61,0.08,9999,9999,-1.00,-1.00,145497
328,159.35,0.66,0.61,0.08,9999,9999,-1.00,-1.00,146004
329,159.66,0.70,0.61,0.08,9999,9999,-1.00,-1.00,146512
330,159.96,0.75,0.61,0.08,9999,9999,-1.00,-1.00,147020
331,160.27,0.79,0.61,0.08,9999,9999,-1.00,-1.00,147527
332,160.58,0.83,0.61,0.08,9999,9999,-1.00,-1.00,148034
333,160.88,0.87,0.61,0.08,9999,9999,-1.00,-1.00,148541
